gyrX	gyrY	gyrZ	time	state
-0.07559021	0.005323254	0.04152138	1567953815206	none
0.087301366	0.09688323	0.06600835	1567953815323	none
-0.084107414	-0.0021293017	0.10114183	1567953815439	none
-0.0042586033	0.04152138	-0.030874874	1567953815555	none
0.10007718	-0.09794788	0.057491146	1567953815670	none
0.09794788	-0.11604694	-0.0021293017	1567953815786	none
0.134146	0.06174975	-0.10007718	1567953815902	none
0.46525243	-0.44076544	0.08304276	1567953816016	none
0.16927949	0.019163715	-0.29064968	1567953816134	none
0.104335785	0.11072369	-0.23422319	1567953816249	none
-0.009581857	0.07878416	-0.069202304	1567953816364	none
-0.23422319	-1.2094433	-0.10007718	1567953816480	none
0.020228365	-0.6355966	0.09688323	1567953816595	none
-0.41201988	0.3683692	0.28319713	1567953816710	none
-0.48441613	-0.07559021	0.57597613	1567953816826	none
0.15011577	-0.30023155	0.3034255	1567953816943	none
-0.31087804	-0.31087804	-0.33430037	1567953817059	none
-0.008517207	0.44715336	0.15224507	1567953817175	none
-0.035133477	0.007452556	-0.19802506	1567953817291	none
-0.29810223	0.3939208	-0.29171434	1567953817406	none
-0.84107417	0.58449334	-0.23848179	1567953817514	none
-0.15969762	-0.07771951	0.37369245	1567953817620	none
-0.020228365	-0.27893853	-0.033004176	1567953817726	none
0.1213702	0.17779669	-0.01277581	1567953817832	none
0.084107414	-0.017034413	0.07771951	1567953817938	none
-0.17247343	-0.23528783	-0.381145	1567953818042	none
-0.14159857	-0.022357667	-0.033004176	1567953818146	none
0.14692181	0.12243485	-0.25232226	1567953818251	none
0.17140879	0.15118042	0.40882593	1567953818357	none
0.3204599	-0.028745573	-0.058555797	1567953818460	none
0.28000316	-0.20760691	-0.31833062	1567953818564	none
-0.48335147	0.027680922	-0.0606851	1567953818668	none
-0.14798647	0.11498229	0.070266955	1567953818773	none
0.179926	0.045779984	0.036198128	1567953818880	none
0.005323254	0.072396256	-0.036198128	1567953818984	none
0.027680922	-0.09155997	-0.10007718	1567953819089	none
-0.21505947	-0.47483426	-0.13733996	1567953819194	none
-1.1072369	0.15969762	-0.31726596	1567953819299	none
0.026616272	0.019163715	-0.23315853	1567953819404	none
-0.02555162	0.16715018	-0.13308136	1567953819510	none
-0.11604694	-0.042586032	0.086236715	1567953819614	none
0.13840461	-0.072396256	0.55574775	1567953819719	none
0.44395941	-0.39498547	0.14372787	1567953819828	none
-0.05003859	0.39498547	0.2991669	1567953819933	none
0.0	0.66860074	-0.43863615	1567953820038	none
-0.3119427	-0.017034413	-0.029810224	1567953820144	none
0.41201988	0.40882593	0.36943385	1567953820248	none
-0.022357667	-0.069202304	-0.023422318	1567953820354	none
0.13946927	-0.057491146	0.052167892	1567953820460	none
0.14266321	-0.09901253	-0.21399482	1567953820565	none
-0.04045673	0.22783528	-0.10752974	1567953820669	none
0.017034413	0.12456415	-0.0021293017	1567953820775	none
-0.055361845	-0.04045673	-0.1990897	1567953820880	none
-0.07878416	0.059620447	-0.22570598	1567953820984	none
-0.24061109	0.055361845	0.09581858	1567953821088	none
-0.071331605	-0.06174975	-0.084107414	1567953821195	none
0.04045673	0.1213702	-0.14053391	1567953821299	none
-0.14479251	-0.03832743	-0.08836602	1567953821409	none
0.13521066	0.10007718	-0.10114183	1567953821513	none
0.056426495	0.13095206	-0.036198128	1567953821616	none
-0.02448697	0.029810224	-0.02448697	1567953821720	none
0.019163715	-0.018099064	0.010646508	1567953821824	none
0.086236715	0.027680922	-0.14159857	1567953821932	none
0.010646508	0.0010646508	0.008517207	1567953822048	none
-0.084107414	-0.059620447	-0.09688323	1567953822164	none
-0.104335785	0.12882276	0.04897394	1567953822271	none
0.22251202	-0.013840461	0.029810224	1567953822387	none
0.34601152	-0.31300735	-0.15224507	1567953822502	none
0.03832743	0.046844635	0.05110324	1567953822607	none
-0.087301366	0.10752974	-0.059620447	1567953822712	none
-0.22144738	0.029810224	0.21186551	1567953822817	none
-0.087301366	-0.21080087	-0.10859439	1567953822921	none
-0.09368927	-0.0021293017	-0.27787387	1567953823031	none
0.02555162	-0.015969763	0.013840461	1567953823141	none
0.085172065	-0.023422318	0.0021293017	1567953823257	none
-0.035133477	-0.006387905	-0.06813765	1567953823372	none
-0.006387905	0.07346091	-0.005323254	1567953823483	none
-0.05003859	0.006387905	-0.119240895	1567953823598	none
0.069202304	0.16076228	0.20441297	1567953823715	none
0.055361845	-0.09475392	-0.42053708	1567953823825	none
-0.007452556	0.014905112	0.02448697	1567953823935	none
-0.053232543	0.04152138	-0.04045673	1567953824045	none
-0.11285299	-0.04897394	-0.10220648	1567953824154	none
-0.0031939526	0.017034413	-0.0606851	1567953824270	none
-0.014905112	-0.05110324	-0.04790929	1567953824376	none
0.03939208	0.03832743	0.1362753	1567953824482	none
0.013840461	-0.023422318	-0.006387905	1567953824598	none
-0.034068827	0.028745573	0.16182692	1567953824709	none
0.007452556	0.058555797	-0.09262462	1567953824813	none
0.010646508	-0.10859439	-0.1256288	1567953824920	none
0.07452556	0.044715334	-0.05110324	1567953825035	none
0.11285299	-0.12456415	0.052167892	1567953825144	none
0.14479251	-0.17460273	-0.22464132	1567953825253	none
0.027680922	0.0	0.09688323	1567953825358	none
0.0606851	0.084107414	0.08197811	1567953825473	none
0.02555162	-0.09368927	-0.053232543	1567953825589	none
0.22357668	0.11178834	-0.14479251	1567953825706	none
0.105400436	0.11178834	0.058555797	1567953825821	none
0.027680922	-0.011711159	-0.06387905	1567953825927	none
-0.046844635	-0.15863298	-0.25871015	1567953826032	none
-0.015969763	0.03939208	-0.12669346	1567953826143	none
-0.056426495	-0.13946927	-0.11178834	1567953826258	none
0.045779984	0.14479251	0.0628144	1567953826367	none
-0.07665486	-0.103271134	-0.24593434	1567953826471	none
0.007452556	0.06813765	0.26083946	1567953826577	none
0.120305546	0.027680922	0.058555797	1567953826687	none
0.07984881	0.0031939526	0.08836602	1567953826803	none
0.15118042	0.0010646508	-0.30236083	1567953826919	none
-0.104335785	-0.14266321	-0.34494686	1567953827034	none
-0.25019294	0.028745573	-0.22889993	1567953827150	none
-0.3162013	0.10007718	0.071331605	1567953827264	none
-0.30129617	-0.03726278	0.26083946	1567953827379	none
0.26083946	0.104335785	0.13308136	1567953827496	none
0.16395622	-0.058555797	-0.13521066	1567953827612	none
0.36198127	0.12456415	-0.0042586033	1567953827729	none
0.29597294	0.09155997	-0.65688956	1567953827846	none
-0.46951103	0.34494686	0.28958502	1567953827951	none
-0.2427404	-0.04045673	0.013840461	1567953828056	none
-0.14798647	-0.17886133	0.12882276	1567953828163	none
0.0010646508	0.0010646508	0.09368927	1567953828273	none
0.23209389	0.08943067	0.070266955	1567953828389	none
0.09155997	0.021293016	0.18950784	1567953828494	none
0.09794788	0.022357667	0.03726278	1567953828599	none
0.054297194	-0.070266955	-0.1234995	1567953828708	none
0.18524924	0.1298874	0.10859439	1567953828824	none
0.17673203	-0.21293017	-0.5376487	1567953828940	none
0.07559021	0.020228365	-0.23741713	1567953829055	none
0.25658086	0.005323254	-0.1277581	1567953829172	none
-0.07665486	-0.033004176	0.06600835	1567953829289	none
0.1277581	0.015969763	-0.033004176	1567953829404	none
0.15543902	-0.069202304	-0.45673522	1567953829519	none
0.1298874	-0.015969763	-0.09155997	1567953829635	none
-0.104335785	-0.10859439	-0.31513664	1567953829750	none
-0.31833062	-0.15969762	-0.1298874	1567953829859	none
-0.0021293017	0.0031939526	0.017034413	1567953829965	none
0.12243485	0.08304276	0.0010646508	1567953830070	none
0.09475392	0.053232543	-0.29277897	1567953830176	none
-0.008517207	-0.26722735	-0.119240895	1567953830281	none
-0.103271134	0.14905111	0.18737854	1567953830387	none
0.019163715	0.04897394	-0.37049848	1567953830493	none
0.07771951	0.045779984	-0.071331605	1567953830599	none
-0.045779984	-0.046844635	-0.14266321	1567953830708	none
-0.0649437	-0.15437438	-0.15437438	1567953830813	none
-0.14372787	-0.20654227	-0.26509807	1567953830918	none
0.26083946	0.33004177	-0.09475392	1567953831024	none
-0.058555797	-0.04790929	0.24167573	1567953831129	none
0.134146	-0.28426176	-0.44076544	1567953831237	none
0.06174975	-0.015969763	-0.1841846	1567953831343	none
0.06387905	0.09794788	0.29277897	1567953831453	none
-0.052167892	0.011711159	-0.05110324	1567953831569	none
0.16182692	0.10114183	-0.07452556	1567953831685	none
0.054297194	-0.07665486	-0.105400436	1567953831795	none
-0.07878416	-0.07452556	-0.13840461	1567953831909	none
-0.06174975	-0.11391764	-0.15224507	1567953832026	none
0.1841846	0.22464132	0.1990897	1567953832135	none
0.005323254	-0.1841846	-0.08091346	1567953832250	none
0.07665486	0.0031939526	-0.15118042	1567953832368	none
0.09049532	0.085172065	0.018099064	1567953832484	none
0.03832743	-0.03939208	-0.06600835	1567953832600	none
0.09581858	-0.04152138	-0.20760691	1567953832717	none
0.14692181	-0.0042586033	-0.21399482	1567953832835	none
0.0649437	0.04152138	-0.22996458	1567953832953	none
0.009581857	0.015969763	0.16821483	1567953833061	none
0.008517207	-0.06813765	0.055361845	1567953833165	none
0.027680922	0.029810224	0.10646509	1567953833269	none
-0.072396256	0.034068827	0.1990897	1567953833379	none
-0.10007718	-0.16289158	-0.023422318	1567953833496	none
0.14053391	-0.22251202	-0.22357668	1567953833613	none
0.11178834	0.01277581	0.042586032	1567953833718	none
0.014905112	-0.08304276	-0.02448697	1567953833826	none
-0.007452556	-0.015969763	-0.17353809	1567953833932	none
0.058555797	0.06387905	0.044715334	1567953834041	none
0.10220648	0.12243485	0.04897394	1567953834156	none
-0.045779984	-0.12243485	-0.10114183	1567953834273	none
0.04045673	-0.0010646508	0.07771951	1567953834384	none
0.054297194	0.07559021	0.103271134	1567953834499	none
-0.16076228	0.023422318	-0.015969763	1567953834615	none
0.16821483	-0.0649437	-0.15330972	1567953834724	none
-0.26190412	0.21505947	-0.070266955	1567953834840	none
-0.07665486	-0.04897394	0.17673203	1567953834945	none
0.17886133	0.059620447	-0.29703757	1567953835051	none
-0.3076841	-0.118176244	-0.1990897	1567953835158	none
-0.10752974	0.118176244	0.2949083	1567953835264	none
0.3034255	0.007452556	-0.3204599	1567953835369	none
-0.11178834	-0.17140879	0.0042586033	1567953835478	none
-0.023422318	0.13733996	0.25764552	1567953835584	none
0.05003859	0.010646508	-0.022357667	1567953835689	none
-0.12669346	-0.22570598	-0.21612412	1567953835796	none
-0.09581858	0.16821483	0.18099064	1567953835901	none
0.02448697	0.017034413	-0.119240895	1567953836006	none
-0.045779984	-0.07559021	-0.21718878	1567953836116	none
0.13308136	0.15543902	0.086236715	1567953836223	none
0.1256288	0.09262462	0.16395622	1567953836328	none
0.053232543	-0.09794788	-0.021293016	1567953836453	none
0.033004176	-0.058555797	0.006387905	1567953836558	none
-0.014905112	0.09475392	0.044715334	1567953836663	none
-0.14372787	0.06174975	-0.057491146	1567953836769	none
-0.09794788	-0.1298874	-0.2533869	1567953836874	none
0.015969763	0.019163715	0.028745573	1567953836980	none
0.0649437	0.27574456	0.15011577	1567953837086	none
0.010646508	-0.0628144	-0.08943067	1567953837192	none
0.07452556	-0.05003859	0.029810224	1567953837297	none
-0.043650683	0.15330972	-0.055361845	1567953837402	none
0.019163715	0.03832743	0.013840461	1567953837507	none
0.052167892	0.017034413	0.02448697	1567953837612	none
-0.0010646508	0.12669346	-0.10220648	1567953837719	none
-0.067073	-0.04152138	0.035133477	1567953837825	none
0.04152138	0.028745573	0.011711159	1567953837931	none
-0.0628144	0.11498229	-0.23209389	1567953838040	none
0.021293016	0.1362753	-0.15969762	1567953838146	none
0.056426495	-0.05110324	-0.0021293017	1567953838251	none
-0.10752974	0.1277581	-0.18099064	1567953838359	none
-0.12456415	-0.0031939526	0.018099064	1567953838464	none
-0.035133477	-0.10220648	0.029810224	1567953838568	none
0.17460273	-0.043650683	0.11285299	1567953838674	none
-0.01277581	-0.04897394	0.042586032	1567953838780	none
0.07452556	-0.04790929	-0.31300735	1567953838887	none
0.07984881	-0.055361845	-0.30129617	1567953838993	none
-0.042586032	-0.04152138	-0.09155997	1567953839099	none
-0.05003859	-0.07771951	0.09901253	1567953839204	none
-0.02448697	-0.069202304	0.08304276	1567953839310	none
0.09368927	-0.069202304	0.20547761	1567953839417	none
0.029810224	-0.086236715	-0.06387905	1567953839522	none
-0.009581857	-0.043650683	-0.13095206	1567953839627	none
0.06813765	-0.010646508	0.010646508	1567953839732	none
-0.072396256	0.0042586033	-0.09049532	1567953839840	none
-0.104335785	-0.07452556	-0.03832743	1567953839945	none
-0.034068827	0.08304276	0.12243485	1567953840051	none
0.005323254	0.02555162	0.15650368	1567953840167	none
-0.01277581	-0.058555797	-0.16927949	1567953840270	none
-0.07771951	0.070266955	0.30661944	1567953840380	none
-0.005323254	0.033004176	0.11285299	1567953840494	none
-0.058555797	-0.070266955	-0.1277581	1567953840610	none
-0.07559021	-0.04152138	-0.0606851	1567953840721	none
0.03726278	0.08836602	0.14479251	1567953840841	none
0.07984881	0.084107414	0.21293017	1567953840946	none
-0.019163715	-0.04790929	-0.020228365	1567953841053	none
-0.013840461	-0.005323254	-0.1298874	1567953841180	none
-0.011711159	-0.044715334	-0.04152138	1567953841296	none
0.0042586033	-0.007452556	-0.058555797	1567953841411	none
0.16395622	0.02555162	0.13521066	1567953841527	none
-0.03832743	0.12456415	0.16076228	1567953841645	none
0.0031939526	0.04790929	-0.036198128	1567953841749	none
0.070266955	-0.045779984	-0.0021293017	1567953841857	none
-0.16608553	0.15011577	-0.085172065	1567953841967	none
-0.08304276	-0.072396256	0.1320167	1567953842073	none
0.018099064	-0.12669346	-0.031939525	1567953842178	none
-0.10752974	0.1234995	-0.08304276	1567953842293	none
-0.12882276	-0.046844635	0.18311994	1567953842398	none
-0.055361845	-0.08091346	-0.0649437	1567953842503	none
-0.1905725	0.05003859	-0.069202304	1567953842608	none
0.03832743	0.1320167	0.26722735	1567953842714	none
-0.017034413	-0.0606851	0.028745573	1567953842819	none
-0.15969762	0.02448697	-0.16182692	1567953842926	none
0.08304276	0.046844635	0.1863139	1567953843032	none
0.06600835	-0.10220648	0.011711159	1567953843138	none
-0.20334831	-0.0031939526	-0.15011577	1567953843245	none
0.04152138	0.17566739	0.070266955	1567953843350	none
0.023422318	-0.059620447	-0.10965904	1567953843456	none
-0.09262462	-0.007452556	-0.16927949	1567953843564	none
-0.07452556	-0.033004176	0.07559021	1567953843669	none
-0.10007718	0.005323254	0.15224507	1567953843775	none
0.0042586033	0.059620447	0.12669346	1567953843880	none
-0.026616272	-0.017034413	-0.07452556	1567953843986	none
-0.034068827	-0.104335785	-0.019163715	1567953844093	none
0.006387905	-0.005323254	0.008517207	1567953844209	none
0.027680922	-0.11604694	0.17779669	1567953844327	none
-0.006387905	-0.054297194	-0.070266955	1567953844442	none
0.019163715	0.014905112	0.1213702	1567953844558	none
-0.035133477	0.0042586033	0.3683692	1567953844674	none
-0.0031939526	0.1905725	0.23528783	1567953844791	none
0.06174975	-0.033004176	-0.010646508	1567953844907	none
0.15863298	0.0021293017	0.034068827	1567953845023	none
-0.381145	0.067073	-0.1863139	1567953845140	none
-0.072396256	0.086236715	0.11711159	1567953845246	none
-0.007452556	0.017034413	-0.035133477	1567953845352	none
-0.26509807	-0.0010646508	-0.1948311	1567953845467	none
-0.10220648	0.11178834	0.15224507	1567953845572	none
0.045779984	-0.007452556	0.1841846	1567953845677	none
-0.18950784	0.09901253	-0.23102923	1567953845784	none
-0.05110324	0.03939208	-0.08197811	1567953845888	none
0.08197811	-0.026616272	-0.052167892	1567953845993	none
-0.13095206	0.09155997	-0.026616272	1567953846100	none
-0.01277581	-0.009581857	-0.08091346	1567953846205	none
0.04897394	0.029810224	0.16608553	1567953846310	none
-0.28106782	-0.052167892	-0.3247185	1567953846427	none
0.11604694	0.26722735	0.12456415	1567953846533	none
0.16608553	0.118176244	-0.15863298	1567953846638	none
-0.8432035	-0.11072369	-0.45992917	1567953846744	none
-0.0649437	-0.1256288	0.087301366	1567953846848	none
0.28958502	0.026616272	0.24061109	1567953846953	none
0.052167892	-0.054297194	-0.103271134	1567953847058	none
0.069202304	-0.08091346	-0.057491146	1567953847167	none
0.21080087	0.04897394	0.035133477	1567953847283	none
-0.1948311	0.13840461	-0.21080087	1567953847388	none
0.084107414	0.11711159	0.1234995	1567953847493	none
0.12669346	0.0628144	-0.042586032	1567953847599	none
-0.402438	0.08197811	0.46205845	1567953847705	none
-0.007452556	-0.17673203	-0.6813765	1567953847811	none
0.2991669	0.29064968	0.16395622	1567953847916	none
-0.26296875	-0.15224507	-0.10114183	1567953848023	none
-0.17886133	-0.25445154	0.50357985	1567953848128	none
-0.019163715	0.11604694	0.10859439	1567953848234	none
0.020228365	0.019163715	-0.19802506	1567953848341	none
-0.06174975	-0.30555478	-0.053232543	1567953848446	none
0.11072369	0.029810224	0.058555797	1567953848551	none
-0.018099064	0.07878416	0.22677062	1567953848659	none
-0.013840461	-0.036198128	0.103271134	1567953848774	none
0.026616272	-0.04045673	-0.17034413	1567953848890	none
-0.010646508	-0.019163715	0.12243485	1567953849005	none
0.017034413	0.017034413	-0.02448697	1567953849122	none
0.09262462	0.070266955	0.120305546	1567953849236	none
0.15011577	0.059620447	-0.043650683	1567953849352	none
0.05003859	0.022357667	-0.0031939526	1567953849472	none
-0.14479251	-0.179926	0.021293016	1567953849577	none
-0.09155997	-0.057491146	0.052167892	1567953849694	none
0.0031939526	0.085172065	0.07771951	1567953849809	none
0.014905112	0.04897394	0.07771951	1567953849926	none
0.013840461	0.059620447	0.07559021	1567953850042	none
-0.3332357	-0.30449015	-0.045779984	1567953850148	ARRIVING
-0.022357667	-0.1277581	0.015969763	1567953850254	none
0.104335785	-0.18311994	-0.0649437	1567953850363	none
0.18524924	0.009581857	-0.09049532	1567953850474	none
0.0031939526	0.006387905	0.02555162	1567953850583	none
0.01277581	-0.085172065	-0.0649437	1567953850694	none
0.056426495	0.0031939526	-0.10752974	1567953850804	none
0.009581857	-0.072396256	-0.056426495	1567953850912	none
0.07665486	-0.006387905	0.14905111	1567953851016	none
-0.044715334	-0.19376646	-0.12456415	1567953851121	none
0.09049532	-0.04045673	-0.14905111	1567953851247	none
0.07346091	0.04897394	-0.05110324	1567953851363	none
0.011711159	-0.034068827	0.028745573	1567953851478	none
-0.020228365	-0.07878416	-0.07665486	1567953851590	none
0.019163715	-0.021293016	-0.0031939526	1567953851706	none
-0.06174975	-0.14372787	0.027680922	1567953851844	none
0.04152138	0.052167892	0.23102923	1567953851949	none
0.017034413	0.06387905	0.14905111	1567953852054	none
-0.028745573	0.07452556	0.15650368	1567953852160	none
0.023422318	0.02555162	0.15011577	1567953852276	none
0.018099064	0.0	0.033004176	1567953852393	none
0.045779984	0.059620447	0.084107414	1567953852508	none
-0.04045673	-0.007452556	0.17779669	1567953852624	none
-0.054297194	-0.04790929	-0.08091346	1567953852739	none
0.015969763	0.11711159	0.1841846	1567953852850	none
0.058555797	0.13521066	0.18311994	1567953852967	none
-0.0042586033	0.0649437	0.26935667	1567953853082	none
0.0606851	0.071331605	0.14479251	1567953853199	none
-0.005323254	-0.017034413	0.13521066	1567953853314	none
-0.0042586033	0.008517207	-0.023422318	1567953853430	none
-0.022357667	0.0	0.16289158	1567953853546	none
0.023422318	0.07665486	0.15118042	1567953853662	none
-0.015969763	-0.09475392	0.087301366	1567953853777	none
0.05110324	0.04045673	-0.069202304	1567953853894	none
0.0042586033	0.019163715	-0.059620447	1567953854010	none
0.0021293017	0.0	-0.053232543	1567953854125	none
-0.072396256	-0.1234995	-0.009581857	1567953854239	none
-0.011711159	-0.028745573	0.054297194	1567953854357	none
-0.06387905	-0.11072369	-0.06387905	1567953854472	none
0.006387905	-0.07559021	0.0021293017	1567953854589	none
-0.023422318	-0.030874874	0.22783528	1567953854705	none
-0.036198128	0.044715334	0.026616272	1567953854814	none
-0.009581857	0.0042586033	0.12669346	1567953854932	none
0.008517207	0.031939525	0.13095206	1567953855047	none
-0.007452556	0.105400436	0.14798647	1567953855164	none
-0.017034413	0.042586032	0.134146	1567953855280	none
-0.009581857	0.07452556	0.09475392	1567953855398	none
0.0042586033	0.008517207	0.12669346	1567953855503	none
-0.03726278	0.0649437	0.14479251	1567953855620	none
0.07559021	0.27680922	-0.009581857	1567953855726	none
-0.07878416	-0.12456415	-0.03832743	1567953855832	none
-0.005323254	-0.043650683	-0.085172065	1567953855949	none
-0.010646508	-0.036198128	-0.08943067	1567953856066	none
-0.02448697	-0.02555162	-0.031939525	1567953856182	none
-0.071331605	-0.052167892	0.055361845	1567953856298	none
0.022357667	0.0021293017	0.11072369	1567953856414	none
