compassX	compassY	compassZ	time	state
67.32	-2.3999999	-31.5	1567953796137	none
71.34	-21.3	-21.779999	1567953796256	none
64.08	-41.94	-16.98	1567953796374	none
54.059998	-53.94	-13.44	1567953796491	none
53.82	-55.739998	-10.26	1567953796611	none
51.36	-56.46	-16.44	1567953796736	none
43.62	-58.68	-15.12	1567953796854	none
40.62	-65.28	-13.799999	1567953796972	none
31.38	-69.9	-12.78	1567953797081	none
22.68	-74.52	-10.86	1567953797191	none
12.9	-73.02	-9.54	1567953797301	none
7.9199996	-72.299995	-9.12	1567953797422	none
1.9799999	-73.14	-7.68	1567953797537	none
-6.06	-73.2	-4.44	1567953797655	none
-7.14	-74.82	-0.96	1567953797767	none
-10.26	-75.6	5.16	1567953797886	none
-8.099999	-77.22	6.2999997	1567953798008	none
-26.22	-71.88	-3.3	1567953798127	none
-41.16	-60.6	-11.46	1567953798245	none
-46.32	-53.579998	-18.18	1567953798354	none
-50.64	-49.32	-18.3	1567953798470	none
-55.86	-40.739998	-21.119999	1567953798587	none
-59.28	-28.56	-21.84	1567953798706	none
-59.699997	-30.539999	-15.78	1567953798824	none
-47.52	-53.1	-4.74	1567953798947	none
-40.98	-58.739998	7.08	1567953799065	none
-32.94	-63.899998	9.0	1567953799182	none
-31.74	-63.059998	7.3199997	1567953799300	none
-35.88	-56.94	2.28	1567953799419	none
-32.16	-59.16	-2.52	1567953799537	none
-29.4	-63.48	-3.0	1567953799657	none
-28.92	-62.579998	-2.34	1567953799776	none
-28.859999	-58.26	-3.48	1567953799894	none
-29.099998	-61.68	-2.1	1567953800012	none
-30.66	-60.66	-5.64	1567953800128	none
-35.88	-55.739998	-8.7	1567953800234	DEPARTING
-47.46	-44.879997	-10.92	1567953800340	none
-55.739998	-27.359999	-16.32	1567953800446	none
-55.739998	-10.26	-25.619999	1567953800551	none
-54.48	7.5	-23.88	1567953800657	none
-51.18	15.24	-24.3	1567953800779	none
-54.12	19.14	-20.76	1567953800897	none
-64.02	19.32	-21.119999	1567953801016	none
-62.28	20.58	-21.3	1567953801134	none
-63.78	19.98	-21.779999	1567953801251	none
-63.84	21.48	-21.539999	1567953801368	none
-65.22	21.42	-22.92	1567953801489	none
-66.06	20.939999	-21.119999	1567953801607	none
-63.6	21.24	-23.279999	1567953801726	none
-65.76	20.34	-20.16	1567953801844	none
-64.56	17.4	-24.119999	1567953801953	none
-61.62	21.9	-23.939999	1567953802069	none
-59.1	25.32	-20.52	1567953802180	none
-57.239998	20.939999	-21.48	1567953802302	none
-56.46	22.92	-22.8	1567953802418	none
-55.559998	22.74	-24.48	1567953802529	none
-54.42	22.26	-26.82	1567953802648	none
-51.18	22.8	-27.0	1567953802755	none
-51.059998	22.26	-27.119999	1567953802864	none
-50.52	21.9	-26.4	1567953802971	none
-50.399998	21.84	-27.119999	1567953803088	none
-44.879997	21.779999	-26.22	1567953803206	none
-47.7	21.539999	-26.699999	1567953803318	none
-47.82	21.539999	-25.5	1567953803436	none
-46.26	21.66	-25.98	1567953803545	none
-44.82	21.539999	-26.039999	1567953803653	none
-45.96	21.66	-25.859999	1567953803763	none
-43.62	21.18	-26.279999	1567953803870	none
-44.34	22.02	-26.58	1567953803976	none
-41.399998	21.72	-25.98	1567953804096	none
-39.96	21.66	-25.439999	1567953804215	none
-40.26	22.08	-26.76	1567953804337	none
-39.899998	21.18	-27.3	1567953804456	none
-40.379997	21.539999	-25.859999	1567953804582	none
-38.52	21.3	-26.34	1567953804700	none
-37.5	21.3	-25.38	1567953804819	none
-35.46	20.64	-26.34	1567953804936	none
-32.04	20.16	-26.16	1567953805053	none
-28.32	20.34	-26.4	1567953805172	none
-24.84	20.1	-27.48	1567953805289	none
-21.119999	19.859999	-27.06	1567953805406	none
-14.5199995	19.32	-28.019999	1567953805520	none
-11.46	19.5	-27.66	1567953805638	none
-10.5	19.439999	-27.119999	1567953805756	none
-8.7	19.56	-26.76	1567953805876	none
-9.599999	19.56	-25.859999	1567953805996	none
-10.679999	19.68	-26.76	1567953806116	none
-10.98	19.439999	-27.48	1567953806237	none
-10.62	19.92	-26.939999	1567953806357	none
-10.139999	19.199999	-27.0	1567953806474	none
-9.48	19.68	-27.599998	1567953806595	none
-9.599999	19.74	-27.18	1567953806719	none
-8.94	19.02	-27.119999	1567953806838	none
-9.24	19.14	-27.0	1567953806958	none
-9.42	18.9	-27.779999	1567953807076	none
-9.12	18.66	-26.82	1567953807197	none
-9.24	19.439999	-27.72	1567953807316	none
-9.78	20.1	-29.519999	1567953807436	none
-10.2	21.42	-34.8	1567953807555	none
-9.0	22.8	-38.04	1567953807673	none
-6.12	21.0	-33.54	1567953807793	none
-5.52	20.58	-34.92	1567953807912	none
-6.06	20.939999	-34.739998	1567953808016	DEPARTING
-6.06	20.939999	-35.64	1567953808120	none
-5.22	21.359999	-36.36	1567953808226	none
-4.7999997	20.76	-35.94	1567953808332	none
-4.08	20.4	-35.52	1567953808437	none
-2.9399998	20.46	-35.219997	1567953808549	none
-1.68	20.64	-35.82	1567953808658	none
-0.65999997	19.8	-33.0	1567953808777	none
0.42	19.56	-28.8	1567953808893	none
1.9799999	18.119999	-23.279999	1567953809011	none
5.16	15.839999	-17.699999	1567953809132	none
6.2999997	17.16	-20.1	1567953809250	none
5.46	19.8	-31.56	1567953809368	none
8.4	21.42	-33.059998	1567953809485	none
12.12	16.02	-15.36	1567953809603	none
9.12	22.08	-35.579998	1567953809721	none
13.0199995	16.98	-13.559999	1567953809839	none
13.799999	20.64	-28.92	1567953809957	none
9.0	21.66	-31.439999	1567953810073	none
9.84	19.619999	-25.68	1567953810189	none
13.98	18.9	-24.06	1567953810309	none
14.94	19.439999	-26.88	1567953810428	none
18.72	18.6	-26.76	1567953810550	none
23.699999	15.78	-19.14	1567953810668	none
27.359999	15.0	-15.179999	1567953810785	none
30.72	17.039999	-19.859999	1567953810903	none
37.32	16.02	-14.88	1567953811022	none
43.2	16.14	-10.139999	1567953811138	none
46.739998	18.18	-17.52	1567953811254	none
50.52	20.699999	-15.839999	1567953811371	none
53.699997	22.92	-15.299999	1567953811487	none
57.66	23.58	-12.059999	1567953811606	none
55.62	25.439999	-13.74	1567953811724	none
56.28	24.779999	-12.78	1567953811841	none
50.34	28.14	-17.1	1567953811962	none
46.68	27.42	-15.839999	1567953812080	none
44.82	27.779999	-17.58	1567953812200	none
40.62	26.099998	-20.52	1567953812319	none
36.12	25.619999	-21.66	1567953812434	none
27.599998	25.68	-23.699999	1567953812552	none
24.359999	25.859999	-20.76	1567953812669	none
27.06	26.64	-21.779999	1567953812788	none
21.42	26.939999	-21.779999	1567953812904	none
21.539999	26.519999	-18.359999	1567953813022	none
18.66	26.039999	-18.359999	1567953813139	none
17.22	26.82	-19.32	1567953813255	none
26.22	24.359999	-19.68	1567953813373	none
23.4	25.74	-18.72	1567953813489	none
16.8	24.42	-18.119999	1567953813609	none
13.92	24.539999	-18.96	1567953813740	none
14.639999	22.98	-16.02	1567953813859	none
12.96	23.64	-16.74	1567953813966	none
11.88	24.66	-17.1	1567953814079	none
7.56	29.58	-18.48	1567953814200	none
7.98	31.679998	-17.039999	1567953814320	none
5.3399997	33.66	-18.119999	1567953814442	none
3.48	32.88	-19.14	1567953814560	none
1.56	30.599998	-22.32	1567953814680	none
1.38	29.039999	-22.68	1567953814798	none
4.3199997	28.019999	-23.16	1567953814919	none
3.36	28.439999	-21.6	1567953815037	none
0.0	27.18	-20.58	1567953815155	none
0.06	28.26	-16.619999	1567953815271	none
-1.38	26.88	-15.179999	1567953815392	none
-0.17999999	27.359999	-11.28	1567953815512	none
-2.58	27.18	-11.4	1567953815633	none
-1.4399999	25.199999	-11.82	1567953815753	none
-1.1999999	26.099998	-14.7	1567953815867	none
-3.48	25.619999	-15.66	1567953815986	none
-3.6	22.619999	-13.74	1567953816102	none
-5.46	21.539999	-7.14	1567953816223	none
-4.92	22.32	-5.58	1567953816340	none
-15.42	22.02	-1.0799999	1567953816456	none
-21.96	21.0	-0.24	1567953816576	none
-16.14	20.88	-1.9799999	1567953816696	none
-3.06	18.0	-0.24	1567953816814	none
3.48	22.619999	-2.58	1567953816932	none
11.099999	23.88	-3.12	1567953817055	none
15.12	25.5	-3.78	1567953817174	none
11.099999	30.599998	-5.8199997	1567953817292	none
11.099999	29.22	-10.86	1567953817412	none
9.78	28.8	-11.759999	1567953817531	none
9.0	27.72	-12.719999	1567953817651	none
0.9	29.099998	-8.88	1567953817767	none
4.8599997	28.199999	-5.8799996	1567953817884	none
5.52	27.72	-4.92	1567953818003	none
11.219999	25.859999	-7.98	1567953818121	none
13.98	24.119999	-9.12	1567953818238	none
13.98	24.119999	-11.099999	1567953818354	none
13.2	23.4	-14.16	1567953818472	none
11.5199995	20.76	-15.24	1567953818589	none
11.34	21.96	-18.119999	1567953818707	none
8.88	21.84	-17.22	1567953818823	none
7.3799996	19.56	-18.3	1567953818942	none
7.62	19.439999	-14.099999	1567953819057	none
13.2	19.98	-14.759999	1567953819175	none
15.179999	18.96	-14.94	1567953819295	none
16.199999	20.16	-13.92	1567953819413	none
11.16	20.82	-12.059999	1567953819532	none
10.2	19.199999	-13.0199995	1567953819642	none
8.7	18.779999	-13.98	1567953819753	none
7.02	19.26	-15.42	1567953819874	none
6.6	18.06	-16.44	1567953819994	none
6.12	18.84	-16.74	1567953820112	none
3.4199998	17.34	-16.199999	1567953820229	none
-0.78	16.92	-16.32	1567953820349	none
-4.44	17.279999	-17.46	1567953820468	none
1.74	16.44	-18.24	1567953820598	none
2.22	17.34	-14.88	1567953820715	none
1.92	17.34	-14.58	1567953820834	none
1.92	17.16	-12.78	1567953820949	none
4.02	16.199999	-13.559999	1567953821066	none
3.78	15.78	-15.54	1567953821192	none
4.5	13.86	-18.84	1567953821317	none
6.54	12.9	-19.68	1567953821427	none
9.599999	12.3	-20.4	1567953821546	none
10.92	12.42	-18.96	1567953821669	none
8.639999	12.42	-23.34	1567953821788	none
3.84	11.88	-23.699999	1567953821904	none
1.86	12.48	-18.779999	1567953822023	none
8.28	12.66	-16.14	1567953822139	none
7.5	14.5199995	-15.78	1567953822259	none
6.06	15.66	-17.46	1567953822376	none
4.62	15.839999	-18.24	1567953822492	none
2.7	14.58	-17.64	1567953822608	none
5.22	15.839999	-16.14	1567953822726	none
3.84	16.68	-15.12	1567953822845	none
-0.17999999	19.92	-11.34	1567953822962	none
-0.78	20.16	-7.9199996	1567953823079	none
-6.12	18.72	-7.14	1567953823199	none
-4.62	19.5	-5.46	1567953823318	none
-9.0	20.82	-6.54	1567953823442	none
-11.7	19.08	-7.2	1567953823560	none
-8.7	19.08	-6.48	1567953823679	none
-3.3	20.52	-4.62	1567953823797	none
-4.8599997	21.0	-2.6399999	1567953823916	none
-4.02	21.84	-5.04	1567953824033	none
-3.9599998	22.38	-6.8399997	1567953824149	none
-3.6599998	20.76	-6.3599997	1567953824265	none
-3.0	22.439999	-3.54	1567953824380	none
-3.36	22.619999	-0.71999997	1567953824496	none
-6.12	24.84	2.1599998	1567953824611	none
-6.6	23.4	2.28	1567953824733	none
-6.3599997	22.199999	1.02	1567953824846	none
-3.0	22.32	2.28	1567953824962	none
-2.46	21.3	2.04	1567953825078	none
-3.06	21.48	3.6	1567953825195	none
-3.0	23.64	7.3199997	1567953825312	none
-5.8799996	25.019999	10.32	1567953825432	none
-10.44	27.18	12.179999	1567953825549	none
-11.46	26.22	10.74	1567953825665	none
-10.74	24.0	8.4	1567953825784	none
-11.099999	25.199999	6.54	1567953825901	none
-10.86	23.88	10.139999	1567953826017	none
-5.8199997	23.64	13.86	1567953826135	none
-8.16	28.56	11.58	1567953826252	none
-7.68	25.56	13.86	1567953826368	none
-13.44	30.84	13.259999	1567953826484	none
-12.48	27.72	16.14	1567953826601	none
-12.3	28.08	18.539999	1567953826717	none
-11.46	25.56	19.08	1567953826833	none
-10.679999	26.16	18.119999	1567953826948	none
-10.26	27.48	16.68	1567953827063	none
-10.44	25.859999	15.96	1567953827178	none
-15.299999	25.56	13.92	1567953827295	none
-11.94	26.039999	12.36	1567953827413	none
-10.74	27.3	12.48	1567953827530	none
-13.98	26.22	6.0	1567953827648	none
-17.279999	25.859999	8.46	1567953827768	none
-23.519999	26.699999	6.12	1567953827887	none
-20.699999	24.6	7.7999997	1567953828005	none
-16.74	23.519999	8.16	1567953828122	none
-12.42	20.52	6.96	1567953828247	none
-15.059999	22.26	4.44	1567953828358	none
-18.9	23.16	5.3399997	1567953828471	none
-20.16	21.84	5.2799997	1567953828580	none
-18.06	23.22	9.96	1567953828697	none
-14.82	22.619999	7.44	1567953828812	none
-18.18	24.96	8.58	1567953828927	none
-22.5	26.34	6.0	1567953829043	none
-20.1	21.96	7.5	1567953829158	none
-12.36	23.58	7.14	1567953829277	none
-16.98	22.32	7.98	1567953829395	none
-10.74	23.1	10.98	1567953829511	none
-13.62	19.619999	7.2	1567953829625	none
-15.54	20.1	8.28	1567953829733	none
-9.3	18.18	10.139999	1567953829852	none
-9.9	19.92	5.64	1567953829968	none
-10.5	19.56	4.68	1567953830084	none
-7.2	19.5	6.12	1567953830200	none
-6.24	17.76	8.639999	1567953830319	none
-5.7	17.94	7.02	1567953830434	none
-7.2599998	16.44	1.14	1567953830550	none
-7.02	15.48	-4.02	1567953830672	none
-10.38	15.9	-4.02	1567953830789	none
-9.96	12.12	-3.06	1567953830906	none
-7.44	12.179999	-2.6399999	1567953831026	none
-5.04	12.9	-4.68	1567953831142	none
-2.9399998	12.12	-8.639999	1567953831261	none
-1.4399999	9.24	-6.72	1567953831378	none
5.3399997	9.0	-0.42	1567953831495	none
5.52	8.16	3.6	1567953831612	none
12.42	10.08	3.4199998	1567953831728	none
15.839999	10.74	3.6	1567953831843	none
14.099999	13.5	3.72	1567953831960	none
10.5	12.84	3.1799998	1567953832076	none
8.28	13.559999	-0.42	1567953832191	none
5.16	11.5199995	-4.92	1567953832310	none
2.1	11.7	-5.94	1567953832421	none
5.52	8.58	-6.24	1567953832537	none
7.44	8.46	-7.08	1567953832653	none
7.14	8.099999	-7.8599997	1567953832763	none
7.3799996	9.48	-10.44	1567953832883	none
7.9199996	8.94	-10.08	1567953833000	none
6.6	8.7	-10.26	1567953833119	none
5.04	10.559999	-13.62	1567953833236	none
1.26	10.32	-19.8	1567953833352	none
3.6	6.96	-21.72	1567953833470	none
1.38	2.76	-20.22	1567953833589	none
2.28	4.14	-14.82	1567953833708	none
7.3799996	7.7999997	-12.84	1567953833851	none
5.8199997	10.32	-11.94	1567953833958	none
4.68	8.639999	-11.639999	1567953834065	none
7.74	8.94	-8.82	1567953834182	none
6.3599997	9.36	-10.98	1567953834299	none
5.64	6.96	-10.98	1567953834416	none
10.92	8.88	-12.84	1567953834535	none
11.4	7.68	-12.599999	1567953834655	none
8.34	8.94	-9.0	1567953834771	none
6.8999996	9.059999	-11.5199995	1567953834883	none
8.94	8.639999	-16.26	1567953834999	none
6.66	8.88	-18.539999	1567953835116	none
7.2599998	4.8599997	-14.219999	1567953835233	none
7.74	9.42	-12.96	1567953835350	none
7.2	6.8999996	-16.199999	1567953835468	none
11.04	5.8199997	-17.94	1567953835585	none
10.38	6.6	-14.28	1567953835704	none
10.5	5.2799997	-13.259999	1567953835822	none
11.4	6.6	-12.599999	1567953835938	none
12.12	9.42	-7.62	1567953836055	none
8.94	8.4	-9.66	1567953836172	none
7.9199996	4.56	-10.98	1567953836286	none
9.78	7.68	-9.059999	1567953836406	none
9.599999	8.28	-9.48	1567953836524	none
10.38	5.8799996	-11.219999	1567953836638	none
6.24	6.48	-10.559999	1567953836753	none
10.08	4.62	-11.759999	1567953836868	none
11.219999	3.1799998	-17.22	1567953836986	none
9.059999	4.62	-18.24	1567953837104	none
6.8399997	2.8799999	-19.439999	1567953837219	none
8.639999	1.74	-21.119999	1567953837334	none
8.76	1.68	-20.4	1567953837449	none
8.94	4.02	-16.98	1567953837565	none
10.559999	2.6399999	-16.38	1567953837683	none
8.16	2.9399998	-19.199999	1567953837800	none
7.7999997	0.96	-20.4	1567953837918	none
9.0	0.65999997	-17.88	1567953838029	none
8.94	2.8799999	-14.58	1567953838140	none
10.0199995	3.06	-18.66	1567953838249	none
12.12	3.3	-20.699999	1567953838400	none
8.58	1.5	-19.92	1567953838518	none
9.0	1.68	-16.859999	1567953838624	none
11.82	2.52	-16.619999	1567953838735	none
12.78	0.78	-15.96	1567953838856	none
14.58	2.46	-15.66	1567953838968	none
17.76	2.34	-16.56	1567953839074	none
20.939999	0.78	-13.92	1567953839194	none
18.42	4.68	-9.54	1567953839316	none
17.52	5.94	-12.36	1567953839434	none
12.9	5.22	-16.56	1567953839551	none
10.44	2.1599998	-17.16	1567953839669	none
10.8	8.5199995	-10.92	1567953839774	none
5.22	11.5199995	-8.4	1567953839880	none
-0.17999999	13.32	-7.5	1567953839985	none
-5.46	16.14	-7.68	1567953840088	none
-4.2599998	13.74	-6.42	1567953840191	none
-5.1	15.179999	-10.26	1567953840295	none
1.14	12.48	-6.8399997	1567953840399	none
2.6399999	14.04	-3.12	1567953840502	none
2.04	15.42	0.48	1567953840608	none
-2.3999999	16.74	-0.06	1567953840711	none
-2.46	17.88	2.3999999	1567953840816	none
-4.2	20.279999	3.06	1567953840921	none
-6.6	18.84	-2.3999999	1567953841027	none
-7.5	21.119999	-4.74	1567953841136	none
-7.3799996	19.02	-5.94	1567953841241	none
-8.04	19.38	-0.65999997	1567953841346	none
-1.86	16.74	4.3199997	1567953841458	none
2.6399999	21.72	5.8199997	1567953841575	none
0.24	18.3	3.1799998	1567953841684	none
0.65999997	17.76	6.48	1567953843623	none
2.04	21.84	9.719999	1567953843737	none
5.22	15.12	6.54	1567953843867	none
8.76	17.94	4.74	1567953844002	none
11.5199995	17.58	3.8999999	1567953844109	none
10.2	17.039999	5.46	1567953844216	none
7.08	18.18	6.42	1567953844323	none
3.54	20.279999	3.48	1567953844435	none
1.56	16.619999	3.54	1567953844543	none
2.7	18.24	11.5199995	1567953844649	none
3.6	20.46	12.84	1567953844755	none
2.82	17.94	9.719999	1567953844863	none
5.1	18.24	8.639999	1567953844972	none
3.12	21.119999	8.099999	1567953845079	none
3.36	20.039999	12.179999	1567953845184	none
6.54	18.96	12.3	1567953845287	none
11.4	18.48	13.559999	1567953845391	none
7.8599997	20.58	10.08	1567953845495	none
7.68	15.839999	4.38	1567953845599	none
7.08	12.54	2.82	1567953845704	none
11.219999	14.5199995	4.2	1567953845808	none
9.3	13.5	1.9799999	1567953845912	none
12.599999	12.0	0.12	1567953846016	none
7.98	10.32	-2.3999999	1567953846129	none
11.219999	10.679999	-4.08	1567953846238	none
10.98	8.76	-5.7599998	1567953846347	none
16.08	9.66	-7.9199996	1567953846456	none
18.42	11.7	-9.599999	1567953846565	none
19.56	11.46	-5.16	1567953846671	none
23.88	9.42	-2.9399998	1567953846780	none
22.439999	13.74	-5.94	1567953846887	none
16.859999	11.04	-8.94	1567953846996	none
16.98	6.8399997	-9.36	1567953847105	none
25.74	9.059999	-6.3599997	1567953847212	none
25.74	11.4	-5.64	1567953847322	none
22.38	13.98	-6.18	1567953847431	none
22.98	10.8	-11.58	1567953847550	none
26.64	8.5199995	-13.559999	1567953847663	none
28.859999	8.88	-11.94	1567953847769	none
30.24	6.06	-14.04	1567953847888	none
35.46	1.92	-16.38	1567953847996	none
28.68	4.02	-19.859999	1567953848108	none
25.14	2.8799999	-22.02	1567953848233	none
26.4	0.0	-21.72	1567953848339	none
25.68	-0.35999998	-22.08	1567953848457	none
28.5	-4.5	-27.84	1567953848564	none
30.48	-8.7	-30.06	1567953848674	none
28.26	-5.04	-28.92	1567953848786	none
28.439999	-7.14	-30.3	1567953848902	none
29.4	-4.2599998	-30.48	1567953849018	none
23.939999	-5.46	-27.06	1567953849132	none
23.82	-3.8999999	-24.84	1567953849238	none
24.96	-3.06	-22.8	1567953849346	none
27.119999	-0.29999998	-19.5	1567953849454	none
25.14	-1.14	-22.26	1567953849559	none
24.3	-1.74	-25.32	1567953849662	none
27.0	-3.0	-25.199999	1567953849764	none
26.519999	-1.3199999	-29.82	1567953849878	none
26.039999	-3.9599998	-31.74	1567953849982	none
26.939999	-4.44	-30.119999	1567953850088	none
26.039999	-7.8599997	-26.64	1567953850192	none
26.699999	-6.7799997	-21.6	1567953850295	none
30.66	-6.0	-20.16	1567953850400	none
34.559998	-4.44	-24.24	1567953850510	none
35.52	-7.56	-24.84	1567953850621	none
35.579998	-5.8199997	-26.46	1567953850733	none
32.46	-2.1599998	-24.6	1567953850840	none
26.64	-6.48	-28.08	1567953850944	none
28.92	-8.4	-29.699999	1567953851050	none
30.84	-7.2	-29.82	1567953851155	none
34.98	-11.639999	-24.96	1567953851260	none
37.559998	-8.94	-21.6	1567953851364	none
39.239998	-6.7799997	-24.119999	1567953851467	none
34.559998	-6.7799997	-28.8	1567953851572	none
35.28	-11.46	-33.059998	1567953851676	none
36.239998	-10.98	-31.199999	1567953851779	none
39.42	-10.8	-30.3	1567953851883	none
39.54	-10.139999	-33.3	1567953851986	none
42.66	-12.54	-32.46	1567953852091	none
40.62	-10.5	-30.72	1567953852195	none
42.059998	-14.099999	-31.859999	1567953852299	none
39.18	-11.94	-30.24	1567953852403	none
39.719997	-8.22	-24.779999	1567953852507	none
33.12	-6.18	-25.92	1567953852611	none
27.9	-5.7599998	-24.24	1567953852716	none
23.22	-6.96	-24.48	1567953852820	none
20.46	-8.28	-25.08	1567953852929	none
12.54	-6.42	-24.359999	1567953853033	none
10.5	-6.42	-25.26	1567953853137	none
13.799999	-6.0	-24.6	1567953853240	none
13.139999	-4.68	-27.72	1567953853351	none
9.78	-4.74	-30.359999	1567953853454	none
7.3199997	-4.38	-29.939999	1567953853558	none
9.78	-3.6599998	-29.82	1567953853663	none
12.84	-3.12	-30.06	1567953853767	none
8.82	-2.28	-27.66	1567953853873	none
17.46	-5.22	-28.019999	1567953853979	none
11.759999	-5.04	-26.58	1567953854085	none
10.38	-0.84	-21.48	1567953854191	none
17.279999	1.26	-21.72	1567953854297	none
12.66	-2.1599998	-21.9	1567953854404	none
17.88	-2.7	-23.4	1567953854509	none
18.24	-1.14	-24.84	1567953854626	none
18.24	-3.3	-23.88	1567953854747	none
15.599999	-1.1999999	-19.08	1567953854861	none
11.28	0.78	-19.619999	1567953854969	none
13.32	0.53999996	-21.359999	1567953855076	none
16.32	0.9	-21.6	1567953855187	none
14.5199995	0.59999996	-22.68	1567953855309	none
16.02	-1.86	-23.46	1567953855423	none
16.859999	2.52	-21.66	1567953855539	none
15.299999	3.06	-21.539999	1567953855658	none
16.44	1.68	-18.42	1567953855766	none
14.58	0.35999998	-19.74	1567953855884	none
12.24	-1.68	-21.84	1567953855999	none
13.92	0.17999999	-22.56	1567953856116	none
16.44	-1.38	-19.38	1567953856224	none
11.88	0.06	-19.32	1567953856329	ARRIVING
17.88	-0.17999999	-20.82	1567953856435	none
17.16	-2.1	-22.74	1567953856540	none
24.0	-0.65999997	-23.34	1567953856644	none
28.019999	-4.92	-24.0	1567953856747	none
40.14	-3.6	-25.68	1567953856855	none
47.28	-3.72	-24.18	1567953856963	none
49.92	-5.16	-22.8	1567953857079	none
49.379997	-4.3199997	-22.02	1567953857195	none
48.899998	-6.3599997	-25.439999	1567953857310	none
48.239998	-8.58	-26.46	1567953857430	none
45.84	-6.8999996	-28.439999	1567953857546	none
46.86	-6.24	-29.4	1567953857659	none
49.98	-5.46	-29.699999	1567953857775	none
49.5	-5.52	-30.119999	1567953857889	none
47.82	-6.8999996	-31.14	1567953858003	none
51.42	-8.22	-33.42	1567953858113	none
53.34	-8.46	-33.84	1567953858230	none
56.1	-7.3199997	-33.239998	1567953858346	none
58.739998	-8.7	-34.2	1567953858465	none
60.539997	-9.059999	-34.26	1567953858585	none
62.28	-8.04	-34.079998	1567953858699	none
61.98	-9.059999	-33.0	1567953858814	none
62.46	-8.5199995	-33.96	1567953858922	none
62.28	-8.4	-33.96	1567953859031	none
65.88	-10.0199995	-33.059998	1567953859136	none
61.14	-10.62	-32.399998	1567953859253	none
64.619995	-10.5	-33.3	1567953859380	none
62.219997	-10.08	-34.92	1567953859496	none
60.18	-11.28	-34.68	1567953859613	none
59.46	-10.92	-35.16	1567953859731	none
58.92	-11.34	-35.28	1567953859846	none
59.34	-8.88	-35.76	1567953859960	none
60.78	-9.9	-33.78	1567953860080	none
62.879997	-10.86	-33.059998	1567953860196	none
64.799995	-11.46	-31.38	1567953860310	none
67.799995	-8.7	-31.26	1567953860427	none
70.32	-8.58	-31.199999	1567953860539	none
66.119995	-7.3799996	-31.74	1567953860655	none
62.82	-9.179999	-30.359999	1567953860769	none
63.42	-9.48	-29.039999	1567953860874	ARRIVING
62.82	-7.7999997	-24.66	1567953860981	none
63.78	-6.24	-24.359999	1567953861084	none
66.54	-7.9199996	-22.859999	1567953861189	none
67.439995	-6.2999997	-22.98	1567953861293	none
67.56	-6.06	-23.519999	1567953861400	none
63.96	-5.4	-25.619999	1567953861517	none
61.44	-6.8999996	-26.519999	1567953861633	none
49.5	-4.5	-23.82	1567953861750	none
48.48	-2.3999999	-21.96	1567953861869	none
45.66	-1.74	-21.48	1567953861986	none
45.239998	-0.59999996	-18.0	1567953862103	none
44.82	0.53999996	-19.439999	1567953862209	none
41.399998	1.38	-19.8	1567953862325	none
39.66	-1.26	-20.1	1567953862443	none
40.92	-2.22	-20.76	1567953862559	none
42.48	-3.12	-21.539999	1567953862675	none
44.399998	-2.04	-22.68	1567953862791	none
43.68	-2.1	-20.22	1567953862909	none
43.379997	-1.3199999	-19.8	1567953863022	none
44.1	0.29999998	-15.839999	1567953863137	none
42.0	2.46	-15.719999	1567953863265	none
