accX	accY	accZ	time	state
-0.1436521	1.4939818	9.548077	1567953807334	none
-0.15322891	1.5610195	9.299079	1567953807440	none
-0.22984336	1.4556746	9.471462	1567953807547	none
-0.22984336	1.3599066	9.624691	1567953807653	none
-0.05746084	1.0342951	9.251195	1567953807759	DEPARTING
-0.5363012	1.2066777	9.509769	1567953807864	none
-0.35434186	1.4173675	9.021352	1567953807970	none
-0.78529817	1.484405	8.896853	1567953808076	none
-0.4213795	1.6376339	8.896853	1567953808180	none
-0.31603462	1.436521	9.11712	1567953808284	none
-0.41180268	1.2066777	9.710882	1567953808388	none
0.45968673	1.4173675	9.672575	1567953808493	none
0.10534488	1.6950948	9.11712	1567953808599	none
0.05746084	1.484405	9.500193	1567953808708	none
-0.1340753	1.5993267	9.32781	1567953808818	none
-0.1436521	1.5514427	9.394848	1567953808933	none
-0.21068975	1.5227122	9.299079	1567953809050	none
-0.10534488	1.6663644	9.433155	1567953809165	none
-0.2777274	1.5897499	9.375694	1567953809281	none
-0.23942018	1.685518	9.021352	1567953809397	none
-0.15322891	1.6567876	9.356541	1567953809513	none
-0.4213795	1.6376339	9.11712	1567953809630	none
-0.31603462	1.7238252	9.423578	1567953809746	none
-0.50757074	1.6472107	9.174581	1567953809862	none
-0.641646	1.6472107	9.011775	1567953809978	none
-0.18195933	1.6472107	9.576807	1567953810094	none
-0.7565677	1.7908629	9.375694	1567953810209	none
-1.3790601	1.8291701	9.050082	1567953810325	none
-1.7525556	1.8100165	8.858546	1567953810441	none
-1.1683705	1.7142484	9.337387	1567953810559	none
-1.3982137	1.0726024	9.634268	1567953810675	none
-0.9864111	1.541866	9.414001	1567953810789	none
-1.1875241	1.4652514	9.126697	1567953810905	none
-1.6567876	1.1875241	9.490616	1567953811022	none
-1.3215994	1.3215994	9.32781	1567953811138	none
-2.1547816	1.4652514	9.270349	1567953811255	none
-1.8866309	1.1204864	9.519346	1567953811372	none
-1.3215994	1.3982137	9.203311	1567953811489	none
-1.6280571	1.4269443	9.270349	1567953811605	none
-1.2066777	1.484405	9.509769	1567953811721	none
-1.1875241	1.6567876	9.107543	1567953811838	none
-1.2545617	1.4556746	9.519346	1567953811955	none
-1.6376339	1.3694834	9.308656	1567953812069	none
-1.7717092	1.283292	9.222465	1567953812186	none
-1.5801731	1.340753	9.155427	1567953812304	none
-1.5897499	1.4269443	9.251195	1567953812419	none
-1.4460979	1.4556746	9.356541	1567953812566	none
-1.541866	1.5514427	9.184157	1567953812682	none
-1.5610195	1.4939818	9.193734	1567953812797	none
-1.8291701	1.4077905	9.078813	1567953812913	none
-1.8004397	1.3599066	9.299079	1567953813030	none
-1.7812861	1.484405	9.097966	1567953813147	none
-1.7908629	1.3790601	9.452309	1567953813262	none
-1.9440918	1.388637	9.3182335	1567953813379	none
-1.8770541	1.6472107	9.308656	1567953813494	none
-1.5610195	1.1683705	9.442732	1567953813618	none
-2.4899697	1.4556746	9.730036	1567953813734	none
-1.9057846	1.3694834	9.212888	1567953813846	none
-2.0973208	1.7046716	9.442732	1567953813962	none
-1.541866	1.1109096	9.423578	1567953814078	none
-2.4037786	1.6280571	9.232041	1567953814195	none
-2.3942018	1.1204864	8.90643	1567953814310	none
-1.8100165	1.1492168	9.509769	1567953814426	none
-1.2449849	0.9959879	9.969456	1567953814536	none
-0.5267244	2.0973208	8.829816	1567953814646	none
-1.1779473	2.0207062	8.619126	1567953814755	none
-1.1875241	1.388637	9.050082	1567953814864	none
-2.0015526	1.4556746	9.002198	1567953814974	none
-1.4173675	1.5705963	9.193734	1567953815090	none
-1.7621324	1.6184803	9.662998	1567953815206	none
-1.9249382	1.6089035	9.11712	1567953815323	none
-1.7621324	1.7046716	8.848969	1567953815439	none
-2.1068976	1.3215994	9.615114	1567953815555	none
-1.6376339	1.4460979	9.385271	1567953815670	none
-1.5035586	1.9249382	9.672575	1567953815786	none
-1.9728222	2.0207062	8.810662	1567953815902	none
-2.873042	2.3175871	8.149862	1567953816016	none
-1.436521	2.5474305	8.101978	1567953816134	none
-2.0685902	2.1643584	10.113108	1567953816249	none
-0.80445176	2.7389667	9.490616	1567953816364	none
-0.095768064	2.2984335	9.749189	1567953816480	none
0.4405331	3.3518825	9.270349	1567953816595	none
-0.6895301	3.074155	8.274361	1567953816710	none
-1.6280571	1.5131354	8.360553	1567953816826	none
-0.1436521	2.183512	11.051635	1567953816943	none
0.2777274	2.5570073	10.477027	1567953817059	none
-1.340753	2.566584	7.9583263	1567953817175	none
-1.0151415	2.231396	9.80665	1567953817291	none
-0.7086837	2.0111294	8.839393	1567953817406	none
-0.82360536	1.7908629	9.509769	1567953817514	none
-0.30645782	2.5187001	10.189722	1567953817620	none
-1.13964	1.5705963	9.155427	1567953817726	none
-0.32561144	2.566584	8.954314	1567953817832	none
-0.47884035	2.5953147	9.165004	1567953817938	none
0.16280572	2.1739352	10.036493	1567953818042	none
-0.5746084	2.6719291	9.299079	1567953818146	none
-0.6512229	1.5227122	9.3661175	1567953818251	none
-0.63206923	2.6719291	8.762778	1567953818357	none
-0.7757214	2.1547816	8.896853	1567953818460	none
-0.23942018	1.8291701	9.442732	1567953818564	none
-0.08619126	2.0590134	9.691729	1567953818668	none
-0.34476504	2.432509	10.160992	1567953818773	none
-0.6703765	1.3790601	8.714894	1567953818880	none
-0.9576807	2.2026656	8.619126	1567953818984	none
-0.62249243	3.016694	9.232041	1567953819089	none
0.17238252	0.9672575	10.342952	1567953819194	none
0.05746084	2.1547816	8.513782	1567953819299	none
-0.6799533	0.39264908	8.1881695	1567953819404	none
1.091756	-0.46926352	9.088389	1567953819510	none
-0.34476504	2.078167	8.485051	1567953819614	none
-0.10534488	1.436521	10.0748005	1567953819719	none
0.5267244	2.2122424	10.333375	1567953819828	none
0.47884035	1.9440918	7.0964136	1567953819933	none
0.90021986	1.1300632	8.00621	1567953820038	none
-0.019153614	1.1971009	8.619126	1567953820144	none
0.16280572	1.3694834	8.8777	1567953820248	none
0.076614454	1.3982137	9.14585	1567953820354	none
-0.60333884	0.36391866	8.973468	1567953820460	none
-0.2777274	0.5746084	9.902418	1567953820565	none
0.22984336	1.1013328	10.007763	1567953820669	none
-0.25857377	0.7661445	9.32781	1567953820775	none
-0.61291564	1.13964	9.825804	1567953820880	none
-0.11492168	0.6703765	9.461885	1567953820984	none
0.4309563	1.4652514	9.212888	1567953821088	none
-0.31603462	1.3982137	9.797073	1567953821195	none
-0.7086837	-0.076614454	9.059659	1567953821299	none
-0.038307227	0.9864111	9.394848	1567953821409	none
-0.58418524	1.0726024	9.892841	1567953821513	none
-1.0726024	-0.009576807	9.241618	1567953821616	none
0.18195933	1.3599066	9.414001	1567953821720	none
-0.22026655	0.7086837	9.691729	1567953821824	none
-0.34476504	1.2258313	9.279925	1567953821932	none
-0.33518824	1.2641385	9.873688	1567953822048	none
-0.05746084	0.9959879	9.423578	1567953822164	none
-0.29688102	1.4556746	9.251195	1567953822271	none
-0.7086837	0.8523358	9.289502	1567953822387	none
-0.2777274	0.79487497	8.848969	1567953822502	none
0.11492168	0.8619126	9.77792	1567953822607	none
1.685518	1.934515	9.634268	1567953822712	none
0.94810385	2.2505496	9.030929	1567953822817	none
-0.16280572	0.30645782	9.030929	1567953822921	none
-0.17238252	1.0630256	9.615114	1567953823031	none
-1.091756	0.58418524	9.375694	1567953823141	none
-0.6703765	0.58418524	9.452309	1567953823257	none
0.095768064	0.9768343	9.002198	1567953823372	none
-0.23942018	0.78529817	9.586384	1567953823483	none
-0.10534488	1.0247183	9.481039	1567953823598	none
-0.78529817	0.8523358	9.232041	1567953823715	none
-0.51714754	0.1436521	9.739613	1567953823825	none
0.29688102	1.8962077	9.346964	1567953823935	none
-0.39264908	1.0726024	9.624691	1567953824045	none
-0.39264908	0.8810662	9.528923	1567953824154	none
-0.6512229	0.82360536	9.461885	1567953824270	none
-1.0055647	0.5746084	9.251195	1567953824376	none
-0.9576807	1.0055647	9.825804	1567953824482	none
-0.7278373	0.7278373	9.193734	1567953824598	none
-0.2777274	1.9249382	9.423578	1567953824709	none
-0.78529817	0.019153614	9.251195	1567953824813	none
-1.0342951	1.685518	9.481039	1567953824920	none
-0.842759	0.7086837	9.346964	1567953825035	none
-1.091756	0.9576807	9.279925	1567953825144	none
-0.30645782	0.4213795	10.065224	1567953825253	none
-0.10534488	2.336741	9.80665	1567953825358	none
-0.641646	1.2354081	9.528923	1567953825473	none
-0.50757074	1.6472107	9.624691	1567953825589	none
-1.1204864	1.5993267	9.5385	1567953825706	none
-1.2162545	2.1068976	9.212888	1567953825821	none
-0.90021986	1.1683705	8.676587	1567953825927	none
-0.4405331	2.4612393	9.605537	1567953826032	none
-1.0151415	1.541866	9.394848	1567953826143	none
-0.49799395	1.4748282	9.576807	1567953826258	none
-1.0726024	1.388637	9.308656	1567953826367	none
-0.8331822	1.5705963	9.835381	1567953826471	none
-0.6799533	2.7102363	9.308656	1567953826577	none
-1.3694834	1.4460979	9.270349	1567953826687	none
-1.5993267	2.0207062	8.954314	1567953826803	none
-1.9632454	0.94810385	9.260772	1567953826919	none
-0.45968673	2.0015526	9.078813	1567953827034	none
0.6703765	2.8060043	9.9790325	1567953827150	none
-0.79487497	1.9919758	8.925584	1567953827264	none
-0.93852705	2.5091233	8.896853	1567953827379	none
-2.2409728	1.3120226	9.011775	1567953827496	none
-2.336741	1.3503298	9.222465	1567953827612	none
-2.5570073	1.4269443	9.423578	1567953827729	none
-2.0398598	1.1204864	9.500193	1567953827846	none
-0.6991069	3.4093432	9.461885	1567953827951	none
-1.436521	2.480393	9.270349	1567953828056	none
-1.2258313	1.934515	8.39886	1567953828163	none
-1.0151415	2.087744	8.848969	1567953828273	none
-2.1930888	1.6280571	9.481039	1567953828389	none
-1.340753	1.8674773	8.762778	1567953828494	none
-0.8523358	3.4859576	9.174581	1567953828599	none
-1.4077905	2.1164744	9.193734	1567953828708	none
-1.4556746	3.7349546	8.465898	1567953828824	none
-1.8674773	0.91937345	9.11712	1567953828940	none
-1.4173675	2.7389667	9.5385	1567953829055	none
-1.8100165	2.2505496	9.3661175	1567953829172	none
-1.1492168	3.0550013	8.90643	1567953829289	none
-1.5514427	2.0398598	8.504205	1567953829404	none
-1.6472107	2.0973208	9.854534	1567953829519	none
-1.3120226	3.7062242	8.935161	1567953829635	none
-1.0534488	2.528277	9.260772	1567953829750	none
-0.35434186	2.432509	9.136273	1567953829859	none
-0.63206923	2.681506	9.873688	1567953829965	none
-1.5035586	2.6719291	9.011775	1567953830070	none
-1.2641385	2.585738	9.32781	1567953830176	none
-0.80445176	1.9057846	7.441179	1567953830281	none
-1.5801731	3.3614593	9.088389	1567953830387	none
-2.480393	1.6950948	9.356541	1567953830493	none
-1.2258313	3.3997664	9.548077	1567953830599	none
-0.2681506	2.777274	8.992621	1567953830708	none
-1.1013328	2.384625	8.532935	1567953830813	none
-0.78529817	2.9400797	10.342952	1567953830918	none
-0.4213795	4.1276035	8.00621	1567953831024	none
-1.6567876	1.5035586	7.4507556	1567953831129	none
-1.1971009	2.5570073	10.773908	1567953831237	none
-1.388637	2.0015526	9.586384	1567953831343	none
-1.043872	3.8402996	8.63828	1567953831453	none
-0.5267244	2.087744	8.935161	1567953831569	none
-0.8331822	2.873042	8.686164	1567953831685	none
-0.34476504	2.882619	9.3661175	1567953831795	none
-0.31603462	2.719813	8.226477	1567953831909	none
-0.08619126	2.777274	9.730036	1567953832026	none
-1.283292	2.5570073	8.599973	1567953832135	none
-1.13964	1.9919758	8.820239	1567953832250	none
-0.5267244	2.2697031	9.5385	1567953832368	none
-1.13964	2.135628	8.379706	1567953832484	none
-0.78529817	1.6759412	9.634268	1567953832600	none
-0.59376204	1.6376339	9.030929	1567953832717	none
-0.8714894	2.2601264	9.500193	1567953832835	none
-0.7374141	1.7142484	9.873688	1567953832953	none
-0.24899697	2.719813	9.3661175	1567953833061	none
-0.41180268	1.982399	9.662998	1567953833165	none
-0.5746084	2.2601264	9.14585	1567953833269	none
-0.5363012	2.2984335	8.264784	1567953833379	none
-0.45010993	1.8004397	9.3182335	1567953833496	none
-0.7182605	0.7086837	9.825804	1567953833613	none
-1.1492168	0.62249243	9.615114	1567953833718	none
-0.58418524	1.6376339	10.323798	1567953833826	none
-0.11492168	1.4173675	10.0748005	1567953833932	none
-0.05746084	2.5953147	9.5385	1567953834041	none
-0.7565677	1.8004397	8.686164	1567953834156	none
-0.2681506	1.484405	9.126697	1567953834273	none
0.009576807	2.6144683	9.768343	1567953834384	none
-0.6512229	2.336741	8.676587	1567953834499	none
-0.58418524	2.0590134	9.452309	1567953834615	none
-0.21068975	2.078167	9.959879	1567953834724	none
-0.58418524	2.633622	8.197746	1567953834840	none
-0.92895025	2.7485435	8.963891	1567953834945	none
-1.0534488	1.8866309	9.787497	1567953835051	none
0.35434186	2.384625	8.331821	1567953835158	none
-0.4405331	3.169923	9.222465	1567953835264	none
-1.3311762	1.7046716	9.184157	1567953835369	none
-0.4213795	2.4708161	8.341399	1567953835478	none
-0.009576807	2.930503	9.672575	1567953835584	none
-0.7374141	1.7717092	9.32781	1567953835689	none
-0.21068975	2.9400797	9.825804	1567953835796	none
-0.90021986	1.9440918	8.571242	1567953835901	none
-1.3311762	1.4556746	9.337387	1567953836006	none
-0.80445176	1.8483237	10.295067	1567953836116	none
-0.31603462	2.4708161	8.925584	1567953836223	none
-0.6512229	2.681506	9.011775	1567953836328	none
-0.7565677	1.5035586	9.308656	1567953836453	none
-0.02873042	2.6910827	9.289502	1567953836558	none
-0.32561144	2.6527755	8.916007	1567953836663	none
-0.9959879	1.4556746	9.184157	1567953836769	none
-0.20111294	1.9728222	10.534488	1567953836874	none
-0.32561144	2.7485435	9.021352	1567953836980	none
-0.21068975	2.5761611	8.762778	1567953837086	none
-0.7661445	1.9440918	9.14585	1567953837192	none
-0.50757074	2.231396	8.935161	1567953837297	none
-0.49799395	2.0111294	9.232041	1567953837402	none
-0.842759	1.9249382	9.241618	1567953837507	none
-0.80445176	2.1164744	9.241618	1567953837612	none
-0.6799533	1.7429788	8.820239	1567953837719	none
-0.31603462	2.5091233	9.260772	1567953837825	none
-0.78529817	1.8579005	9.5385	1567953837931	none
-0.91937345	1.8483237	9.490616	1567953838040	none
-0.7469909	1.6663644	8.829816	1567953838146	none
0.12449849	2.719813	9.490616	1567953838251	none
-0.22984336	2.4037786	9.423578	1567953838359	none
-0.12449849	2.4516625	9.069236	1567953838464	none
-0.20111294	2.5570073	9.883265	1567953838568	none
-0.4213795	2.2218192	8.781932	1567953838674	none
-0.5267244	2.1452048	8.7053175	1567953838780	none
-0.33518824	1.6280571	9.835381	1567953838887	none
0.36391866	2.72939	9.270349	1567953838993	none
-0.19153613	1.8962077	9.5385	1567953839099	none
0.095768064	3.064578	9.3182335	1567953839204	none
-0.15322891	2.4612393	9.653421	1567953839310	none
0.0	2.7868507	8.619126	1567953839417	none
-0.32561144	2.0207062	9.14585	1567953839522	none
-0.62249243	2.1643584	9.490616	1567953839627	none
-0.545878	2.1068976	9.203311	1567953839732	none
0.36391866	2.8060043	8.963891	1567953839840	none
0.2873042	2.8060043	9.394848	1567953839945	none
-0.24899697	2.920926	8.896853	1567953840051	none
-1.0151415	1.8674773	9.433155	1567953840167	none
-0.06703765	2.6719291	9.222465	1567953840270	none
0.11492168	2.834735	8.523358	1567953840380	none
0.038307227	2.3942018	9.356541	1567953840494	none
-0.7661445	1.9536686	8.963891	1567953840610	none
-0.62249243	2.5570073	9.184157	1567953840721	none
-0.641646	2.5761611	9.241618	1567953840841	none
-0.79487497	2.1547816	8.456321	1567953840946	none
-0.47884035	1.9919758	8.714894	1567953841053	none
-0.89064306	2.6048915	9.184157	1567953841180	none
-1.0726024	2.1452048	9.279925	1567953841296	none
-0.51714754	2.6623523	9.615114	1567953841411	none
-0.009576807	3.0454245	9.184157	1567953841527	none
-0.9959879	2.231396	9.136273	1567953841645	none
-1.1109096	2.5953147	9.165004	1567953841749	none
-0.9959879	2.1739352	10.113108	1567953841857	none
-0.7278373	2.6623523	8.389283	1567953841967	none
-1.0630256	2.777274	8.7532015	1567953842073	none
-1.3790601	2.2888567	9.662998	1567953842178	none
-0.40222588	2.767697	8.303091	1567953842293	none
-0.8523358	2.7389667	8.37013	1567953842398	none
-1.2066777	2.432509	9.873688	1567953842503	none
-1.2641385	2.4133554	9.279925	1567953842608	none
-1.340753	2.2505496	8.734048	1567953842714	none
-1.685518	1.7812861	8.714894	1567953842819	none
-0.59376204	2.777274	9.892841	1567953842926	none
-1.292869	2.231396	9.193734	1567953843032	none
-0.7182605	2.6623523	9.203311	1567953843138	none
-0.29688102	2.6431987	9.433155	1567953843245	none
-0.90021986	2.327164	8.456321	1567953843350	none
-1.7046716	1.5514427	9.758766	1567953843456	none
-1.1683705	2.1739352	9.950302	1567953843564	none
-0.46926352	3.0262709	9.299079	1567953843669	none
-0.82360536	2.873042	9.088389	1567953843775	none
-1.3120226	2.72939	9.011775	1567953843880	none
-1.1492168	1.541866	8.916007	1567953843986	none
-0.6895301	2.825158	8.90643	1567953844093	none
-1.5227122	2.3942018	9.097966	1567953844209	none
-1.0247183	2.5187001	9.241618	1567953844327	none
-0.82360536	2.7389667	9.758766	1567953844442	none
-1.3599066	2.3942018	8.274361	1567953844558	none
-0.89064306	3.41892	8.39886	1567953844674	none
-1.7717092	1.2449849	9.193734	1567953844791	none
-1.7238252	1.7908629	8.437167	1567953844907	none
-1.7238252	2.0590134	10.208876	1567953845023	none
-1.3982137	1.8483237	9.433155	1567953845140	none
-0.45968673	3.265691	8.887277	1567953845246	none
-0.7374141	2.3750482	8.916007	1567953845352	none
-0.545878	3.3901896	9.279925	1567953845467	none
-0.9959879	1.8770541	8.542512	1567953845572	none
-1.1300632	2.9783869	8.475474	1567953845677	none
-1.8195933	1.4269443	9.720459	1567953845784	none
-0.9959879	2.2505496	9.021352	1567953845888	none
-0.6799533	2.815581	9.519346	1567953845993	none
-1.1971009	2.633622	9.088389	1567953846100	none
-0.6991069	2.9496565	9.3182335	1567953846205	none
-0.78529817	3.0071173	8.801085	1567953846310	none
-0.31603462	2.2888567	8.839393	1567953846427	none
-1.3120226	2.087744	9.461885	1567953846533	none
-1.8770541	1.9440918	8.303091	1567953846638	none
-0.91937345	1.4939818	9.3182335	1567953846744	none
0.4405331	3.4093432	10.218452	1567953846848	none
-1.2641385	3.169923	8.532935	1567953846953	none
-2.0207062	1.5131354	8.829816	1567953847058	none
-1.1300632	2.1164744	9.069236	1567953847167	none
-0.6703765	2.2122424	9.050082	1567953847283	none
-0.32561144	2.2984335	9.078813	1567953847388	none
-0.7469909	1.9057846	10.400413	1567953847493	none
-0.45010993	2.7389667	7.9487495	1567953847599	none
-0.5650316	2.6719291	9.097966	1567953847705	none
0.33518824	2.135628	10.1226845	1567953847811	none
-0.91937345	2.920926	8.7053175	1567953847916	none
0.076614454	2.1164744	8.724471	1567953848023	none
0.7374141	3.4476504	8.456321	1567953848128	none
-0.5363012	2.4133554	8.647857	1567953848234	none
-1.1109096	1.1492168	8.686164	1567953848341	none
-0.25857377	2.9017725	10.67814	1567953848446	none
-0.7278373	2.6719291	9.414001	1567953848551	none
-0.9768343	2.2122424	7.6135616	1567953848659	none
-0.7278373	1.7429788	9.557653	1567953848774	none
-0.5650316	2.4708161	8.695741	1567953848890	none
-0.38307226	2.930503	9.289502	1567953849005	none
-0.59376204	2.0111294	9.433155	1567953849122	none
-0.79487497	2.9017725	8.781932	1567953849236	none
-0.8714894	2.2984335	9.337387	1567953849352	none
-0.58418524	2.1739352	8.437167	1567953849472	none
0.36391866	3.4093432	9.346964	1567953849577	none
0.10534488	3.064578	9.126697	1567953849694	none
-0.22026655	3.0358477	9.021352	1567953849809	none
-0.047884032	2.3558946	8.293514	1567953849926	none
0.40222588	3.41892	8.082825	1567953850042	none
0.05746084	2.8634653	9.605537	1567953850148	ARRIVING
-0.6512229	1.7238252	7.4028716	1567953850254	none
-0.29688102	2.4995465	9.576807	1567953850363	none
-0.4405331	2.3080103	9.672575	1567953850474	none
-0.18195933	2.5091233	8.63828	1567953850583	none
0.019153614	2.030283	9.337387	1567953850694	none
-0.30645782	2.2984335	9.165004	1567953850804	none
0.15322891	2.3463178	9.691729	1567953850912	none
0.78529817	2.5474305	8.848969	1567953851016	none
-0.11492168	2.030283	9.174581	1567953851121	none
-0.22026655	1.8100165	10.093954	1567953851247	none
0.06703765	2.5474305	8.66701	1567953851363	none
-0.019153614	2.0207062	9.069236	1567953851478	none
0.34476504	2.480393	9.595961	1567953851590	none
0.0	2.135628	9.078813	1567953851706	none
0.49799395	2.1643584	9.56723	1567953851844	none
0.32561144	2.336741	9.126697	1567953851949	none
0.0	2.1930888	8.762778	1567953852054	none
-0.30645782	2.030283	9.203311	1567953852160	none
0.18195933	1.8579005	8.734048	1567953852276	none
0.17238252	2.4899697	9.107543	1567953852393	none
0.02873042	2.4612393	8.916007	1567953852508	none
-0.02873042	1.7142484	8.619126	1567953852624	none
0.21068975	1.8770541	9.643845	1567953852739	none
-0.50757074	2.1452048	8.619126	1567953852850	none
-0.545878	1.7717092	8.0924015	1567953852967	none
-0.29688102	2.0207062	8.820239	1567953853082	none
-0.10534488	1.9536686	8.743625	1567953853199	none
0.11492168	2.4899697	8.90643	1567953853314	none
-0.1436521	1.9440918	9.155427	1567953853430	none
0.038307227	2.4708161	8.954314	1567953853546	none
-0.58418524	1.8483237	8.772355	1567953853662	none
0.0	1.8866309	9.5385	1567953853777	none
0.0	2.231396	8.532935	1567953853894	none
0.1340753	2.5091233	9.461885	1567953854010	none
0.038307227	2.4420857	9.088389	1567953854125	none
0.59376204	2.930503	9.346964	1567953854239	none
1.1683705	3.0358477	9.414001	1567953854357	none
0.46926352	2.5761611	8.676587	1567953854472	none
0.038307227	2.825158	9.308656	1567953854589	none
0.39264908	2.432509	8.983045	1567953854705	none
0.6607997	2.72939	9.337387	1567953854814	none
0.06703765	2.882619	8.925584	1567953854932	none
-0.12449849	2.4516625	8.887277	1567953855047	none
-0.15322891	2.6431987	8.6574335	1567953855164	none
-0.29688102	1.7429788	8.944737	1567953855280	none
0.019153614	2.1739352	8.992621	1567953855398	none
-0.545878	2.5091233	8.37013	1567953855503	none
-0.22984336	2.0685902	9.356541	1567953855620	none
-0.45968673	2.633622	8.24563	1567953855726	none
-0.41180268	1.9728222	9.528923	1567953855832	none
-0.1340753	1.9153614	9.279925	1567953855949	none
0.39264908	3.0454245	9.193734	1567953856066	none
0.35434186	2.9496565	9.069236	1567953856182	none
0.6703765	3.1316159	8.781932	1567953856298	none
0.05746084	2.8538885	8.925584	1567953856414	none
-0.095768064	2.5378537	8.781932	1567953856530	none
0.21068975	2.6431987	8.781932	1567953856646	none
-0.36391866	2.327164	8.858546	1567953856752	none
-0.51714754	1.9536686	9.222465	1567953856859	none
-0.29688102	1.7812861	9.423578	1567953856974	none
0.39264908	2.5474305	9.308656	1567953857089	none
0.02873042	2.3558946	9.279925	1567953857205	none
0.18195933	2.681506	8.954314	1567953857319	none
0.009576807	2.3942018	9.14585	1567953857436	none
0.17238252	2.4133554	8.810662	1567953857541	none
0.2681506	2.336741	9.308656	1567953857655	none
0.5746084	3.0358477	8.896853	1567953857773	none
0.24899697	2.6527755	8.686164	1567953857891	none
0.08619126	2.1930888	8.868123	1567953858007	none
0.21068975	2.4133554	9.615114	1567953858123	none
0.009576807	2.2888567	9.394848	1567953858238	none
0.7661445	2.9113493	8.580819	1567953858353	none
0.8714894	2.8443117	9.059659	1567953858473	none
1.1683705	2.6240451	9.576807	1567953858578	none
-0.29688102	2.3942018	7.97748	1567953858693	none
0.24899697	2.135628	9.404425	1567953858810	none
0.4309563	2.5187001	9.136273	1567953858925	none
0.58418524	2.4899697	8.743625	1567953859041	none
0.8619126	2.7485435	9.32781	1567953859158	none
0.37349546	2.4899697	9.193734	1567953859275	none
0.2873042	2.6240451	8.820239	1567953859390	none
0.80445176	2.72939	9.088389	1567953859496	none
0.4213795	2.5953147	8.772355	1567953859602	none
0.50757074	2.4708161	9.002198	1567953859724	none
0.7374141	2.5187001	9.251195	1567953859841	none
0.79487497	2.8634653	9.270349	1567953859956	none
0.5746084	2.585738	8.571242	1567953860071	none
0.93852705	2.9496565	9.289502	1567953860188	none
0.5554548	2.8060043	9.212888	1567953860305	none
0.5267244	2.5761611	9.385271	1567953860421	none
0.2777274	2.4229321	9.452309	1567953860537	none
0.5650316	2.566584	9.184157	1567953860654	none
0.39264908	2.3080103	9.279925	1567953860771	none
-0.019153614	2.1260512	9.433155	1567953860888	none
