gyrX	gyrY	gyrZ	time	state
0.05189178	0.039127752	0.15309078	1567954279384	none
0.021959383	-0.034786943	0.024198204	1567954279489	none
-0.07761165	-0.010963199	-0.02283842	1567954279595	none
-0.10937664	-0.02990002	-0.070485905	1567954279700	none
-0.067837805	0.019580062	0.019922148	1567954279807	none
-0.004307822	0.046458133	-0.064377256	1567954279922	none
-0.08860722	0.09899255	0.028474262	1567954280035	none
0.029289767	-0.0134066595	0.017478688	1567954280153	none
-0.050122716	-0.0011893547	-0.02406015	1567954280269	none
-0.13869818	0.0036975672	-0.084535815	1567954280382	none
-0.18268047	0.051345054	0.05290887	1567954280501	none
0.06227649	0.09288389	0.08161954	1567954280616	none
-0.106933184	-0.034176078	0.030306859	1567954280731	none
-0.004307822	-0.031121751	-0.049105626	1567954280846	none
0.09098716	0.016525738	-0.022227554	1567954280963	none
0.06777427	-0.061665013	0.03641551	1567954281077	none
0.05067005	-0.0024110852	0.013813496	1567954281192	none
-0.021412048	-0.010963199	-0.008788518	1567954281308	none
0.04578313	-0.0830453	9.853257E-4	1567954281426	none
-0.011638205	0.020801794	-0.011231979	1567954281548	none
0.021959383	-0.042728193	3.744604E-4	1567954281664	none
0.059222165	0.023245255	0.04130243	1567954281781	none
0.05738957	-0.086099625	-0.059490334	1567954281897	none
0.06899601	0.02385612	-0.037499182	1567954282012	none
0.10686965	0.10937726	0.1139954	1567954282129	none
0.12763907	-0.049447708	-0.004512462	1567954282244	none
0.07388293	-0.015239255	0.05290887	1567954282361	none
-0.05317704	-0.033565212	-0.0063450574	1567954282477	none
0.046393994	-0.004854546	-0.046662163	1567954282592	none
-0.037294544	0.036684293	0.03397205	1567954282705	none
-0.018968588	0.0073627587	-0.0057341917	1567954282822	none
-0.017135993	0.02019093	0.010759169	1567954282930	none
-0.045235794	-0.012184929	-0.011231979	1567954283045	none
0.015850732	0.023245255	-0.010010249	1567954283161	none
0.019515922	0.019580062	0.0040396517	1567954283274	none
0.033565823	-0.007908872	0.006483113	1567954283389	none
-0.016525127	0.032408234	0.012591765	1567954283506	none
